Account Manager,Sold To ID,Sold To Name,Ship To ID,Ship To ID.1,Ship To City,Street Address,State,Ship To Zip Code,Full Address,Ship To Trans. Zone,Latitude,Longitude,Route Name,Day,Total Orders,Total Deliveries,Avg. Deliveries,Avg. Lines,Avg. Revenue,Total Revenue,Avg. GP,Total GP,Quantity,Margin,Cluster
Martin Carberry (0000142016),242001,YORK SUBURBAN SCHOOL DISTRICT,467025,YORK SUBURBAN HIGH SCHOOL,York,1800 Hollywood Dr,PA,17403,"1800 Hollywood Dr York, PA 17403",1430040,39.947811,-76.694263,L,Tuesday/Friday,10,12,1.2,3.9,692.589,6925.89,285.918,2859.18,109.0,0.412824922,15
Leianne Krotec (0000143021),245997,Pennridge School District,467433,Bedminster Elementary,Perkasie,2914 Fretz Valley Rd,PA,18944,"2914 Fretz Valley Rd Perkasie, PA 18944",1430015,40.422778,-75.194889,E,Tuesday/Friday,7,14,2.0,6.857142857,2553.334286,17873.34,898.7142857,6291.0,447.0,0.351976743,5
Leianne Krotec (0000143021),245997,Pennridge School District,467434,Deibler Elementary,Perkasie,1122 W Schwenkmill Rd,PA,18944,"1122 W Schwenkmill Rd Perkasie, PA 18944",1430015,40.399579,-75.276538,E,Tuesday/Friday,11,23,2.090909091,4.0,1223.384545,13457.23,401.1409091,4412.55,298.0,0.327894374,12
Leianne Krotec (0000143021),245997,Pennridge School District,467450,Guth Elementary,Perkasie,601 N 7th St,PA,18944,"601 N 7th St Perkasie, PA 18944",1430015,40.379044,-75.28805,E,Tuesday/Friday,7,14,2.0,5.0,2477.274286,17340.92,853.01,5971.07,318.0,0.344334095,5
Leianne Krotec (0000143021),245997,Pennridge School District,467451,Sellersville Elementary,Sellersville,122 W Ridge Ave,PA,18960,"122 W Ridge Ave Sellersville, PA 18960",1430015,40.349645,-75.306591,E,Tuesday/Friday,6,13,2.166666667,3.666666667,1350.981667,8105.89,508.5783333,3051.47,230.0,0.376450951,33
Martin Carberry (0000142016),241872,South Western School District,467732,Emory H. Markle Middle School,Hanover,225 Bowman Rd,PA,17331,"225 Bowman Rd Hanover, PA 17331",1430039,39.784831,-76.962096,L,Thursday,12,22,1.833333333,5.25,1391.408333,16696.9,505.7,6068.4,452.0,0.363444711,33
Robert Diller (0000142017),239985,ENVIRONMENTAL CLEANING SOLUTIO,467831,ENVIRONMENTAL - HARRISBURG EAS,Harrisburg,3501 Paxton St,PA,17111,"3501 Paxton St Harrisburg, PA 17111",1430035,40.252319,-76.829928,P,Tuesday/Friday,8,12,1.5,5.125,779.3275,6234.62,201.14625,1609.17,270.0,0.258102338,34
Leianne Krotec (0000143021),312114,Transcend Facility Management,467950,Community Health & Dental,Pottstown,351 W Schuylkill Rd,PA,19465,"351 W Schuylkill Rd Pottstown, PA 19465",1430016,40.233919,-75.664898,C,Wednesday,8,14,1.75,5.0,1479.615,11836.92,360.7,2885.6,278.0,0.243779632,3
Martin Carberry (0000142016),315923,CHAMBERSBURG AREA SCHOOL DISTR,468100,CHAMBERSBURG AREA SCHOOL DISTR,Chambersburg,721 S 6th St,PA,17201,"721 S 6th St Chambersburg, PA 17201",1430036,39.925595,-77.65221,L,Monday,8,13,1.625,3.0,725.4175,5803.34,323.49625,2587.97,72.0,0.445944921,34
Robert Diller (0000142017),239854,DONEGAL SCHOOL DISTRICT#,468380,DONEGAL SCHOOL MAINTENANCE SHO,Mount Joy,1005 Koser Rd,PA,17552,"1005 Koser Rd Mount Joy, PA 17552",1430035,40.09625,-76.51552,P,Tuesday/Friday,8,8,1.0,1.0,380.50125,3044.01,105.86125,846.89,96.0,0.278215249,24
Martin Carberry (0000142016),242373,WEST SHORE SCHOOL DISTRICT,468468,CEDAR CLIFF HIGH SCHOOL,CAMP HILL,1301 Carlisle Rd,PA,17011,"1301 Carlisle Rd CAMP HILL, PA 17011",1430031,40.22884,-76.89657,P,Monday,9,10,1.111111111,3.333333333,2737.064444,24633.58,545.0622222,4905.56,473.0,0.199141172,27
Martin Carberry (0000142016),242373,WEST SHORE SCHOOL DISTRICT,468469,RED LAND HIGH SCHOOL,Lewisberry,560 Fishing Creek Rd,PA,17339,"560 Fishing Creek Rd Lewisberry, PA 17339",1430034,40.176783,-76.847787,P,Monday/Thursday,9,10,1.111111111,2.444444444,2391.618889,21524.57,445.0777778,4005.7,422.0,0.186098956,29
Martin Carberry (0000142016),269479,LINCOLN INTERMEDIATE UNIT #12,468494,FRANKLIN LEARNING CENTER,Chambersburg,2397 Loop Rd,PA,17202,"2397 Loop Rd Chambersburg, PA 17202",1430036,39.898392,-77.687362,L,Monday,11,13,1.181818182,2.181818182,992.6081818,10918.69,280.0718182,3080.79,224.0,0.282157475,23
Leianne Krotec (0000143021),245288,Abington School District,468567,Abington Junior High School,Abington,900 Highland Ave,PA,19001,"900 Highland Ave Abington, PA 19001",1430009,40.11227,-75.13182,E,Monday,6,7,1.166666667,1.5,1231.368333,7388.21,517.6266667,3105.76,66.0,0.420367044,12
Nick Misciagno (0000143017),243046,Bryn Mawr College,469218,Bryn Mawr College,Bryn Mawr,101 N Merion Ave,PA,19010,"101 N Merion Ave Bryn Mawr, PA 19010",1430002,40.02729,-75.31547,C,Friday,8,15,1.875,2.75,678.08125,5424.65,168.33875,1346.71,254.0,0.248257491,15
Chuck Lutes (0000143024),265838,YMCA of BUCKS,469362,YMCA of Bucks Fairless Hills,Fairless Hills,601 S Oxford Valley Rd,PA,19030,"601 S Oxford Valley Rd Fairless Hills, PA 19030",1430003,40.16704,-74.84451,A,Tuesday,24,28,1.166666667,1.416666667,954.13625,22899.27,232.3620833,5576.69,426.0,0.243531344,23
Robert Diller (0000142017),242189,TWIN VALLEY SCHOOL DIST#,469599,TWIN VALLEY HIGH SCHOOL,Elverson,4897 N Twin Valley Rd,PA,19520,"4897 N Twin Valley Rd Elverson, PA 19520",1430027,40.162182,-75.856539,K,Tuesday,7,10,1.428571429,2.142857143,961.2314286,6728.62,233.6857143,1635.8,153.0,0.243110772,23
Bob Carberry (0000143011),328336,Hamilton Township School Dist,469954,DISTRICT WAREHOUSE,Hamilton,1700 Bell Ave,NJ,8619,"1700 Bell Ave Hamilton, NJ 08619",1430005,40.23122,-74.7081,A,Wednesday,25,29,1.16,2.04,2893.7852,72344.63,815.592,20389.8,1323.0,0.281842619,10
Pete Annick (0000142010),241140,MILLERSVILLE UNIVERSITY #,469990,MILLERSVILLE - GORDINIER HALL,Millersville,30 S George St,PA,17551,"30 S George St Millersville, PA 17551",1430025,39.996514,-76.353021,J,Tuesday/Friday,9,12,1.333333333,4.666666667,950.5455556,8554.91,271.2933333,2441.64,187.0,0.285408029,23
Pete Annick (0000142010),241140,MILLERSVILLE UNIVERSITY #,469991,MILLERSVILLE - STUDENT MEMORIA,Millersville,113-251 113 Shenks Ln # 251,PA,17551,"113-251 113 Shenks Ln # 251 Millersville, PA 17551",1430025,39.99455,-76.353212,J,Tuesday/Friday,11,16,1.454545455,5.545454545,1566.992727,17236.92,439.6009091,4835.61,334.0,0.280537938,3
Pete Annick (0000142010),241140,MILLERSVILLE UNIVERSITY #,470135,MILLERSVILLE - PUCILLO GYM,Millersville,105 Pucillo Dr,PA,17551,"105 Pucillo Dr Millersville, PA 17551",1430025,39.999578,-76.347983,J,Tuesday/Friday,9,11,1.222222222,4.555555556,1294.895556,11654.06,352.09,3168.81,248.0,0.2719061,12
Pete Annick (0000142010),239725,COUNTY OF LANCASTER,470333,COUNTY OF LANC - FACILITIES MG,Lancaster,950 Eshelman Mill Rd,PA,17602,"950 Eshelman Mill Rd Lancaster, PA 17602",1430021,40.015989,-76.2773,J,Monday,6,11,1.833333333,2.166666667,227.425,1364.55,84.285,505.71,45.0,0.370605694,0
David Smith (0000143023),242914,Appoquinimink School District,470537,Lorewood Grove Elementary Scho,MIDDLETOWN,820 Mapleton Ave,DE,19709,"820 Mapleton Ave MIDDLETOWN, DE 19709",1430018,39.532911,-75.680646,D,Thursday,7,21,3.0,13.28571429,2223.874286,15567.12,652.2142857,4565.5,630.0,0.293278397,11
Brian Deiling (0000142018),270002,WARRIOR RUN SCHOOL DISTRICT,470549,WARRIOR RUN MIDDLE SCHOOL,Turbotville,4860 Susquehanna Trl,PA,17772,"4860 Susquehanna Trl Turbotville, PA 17772",1430033,41.104093,-76.802824,P,Wednesday,13,15,1.153846154,3.769230769,4203.963077,54651.52,1452.943846,18888.27,464.0,0.345612894,1
Robert Diller (0000142017),239630,COCALICO SCHOOL DISTRICT,470562,REAMSTOWN ELEMENTARY,Reamstown,44 S Reamstown Rd,PA,17567,"44 S Reamstown Rd Reamstown, PA 17567",1430027,40.20812,-76.125959,K,Tuesday,9,10,1.111111111,2.666666667,672.92,6056.28,205.1911111,1846.72,123.0,0.304926457,15
Robert Diller (0000142017),239630,COCALICO SCHOOL DISTRICT,470563,DENVER ELEMENTARY,Denver,700 S 4th St,PA,17517,"700 S 4th St Denver, PA 17517",1430030,40.22835,-76.146689,K,Tuesday/Friday,19,23,1.210526316,2.789473684,465.2621053,8839.98,149.5268421,2841.01,154.0,0.321381949,8
Robert Diller (0000142017),239630,COCALICO SCHOOL DISTRICT,470564,COCALICO MIDDLE SCHOOL,Denver,650 S 6th St,PA,17517,"650 S 6th St Denver, PA 17517",1430030,40.22918,-76.14807,K,Tuesday/Friday,19,20,1.052631579,3.210526316,561.1721053,10662.27,179.2821053,3406.36,185.0,0.319477935,8
Robert Diller (0000142017),239630,COCALICO SCHOOL DISTRICT,470565,COCALICO HIGH SCHOOL,Denver,810 S 4th St,PA,17517,"810 S 4th St Denver, PA 17517",1430030,40.226542,-76.15445,K,Tuesday/Friday,24,28,1.166666667,3.041666667,959.0741667,23017.78,317.1216667,7610.92,361.0,0.330653955,23
Leianne Krotec (0000143021),329943,Sunik LLC,470628,Sunik LLC,Wyndmoor,600 E Mermaid Ln,PA,19038,"600 E Mermaid Ln Wyndmoor, PA 19038",1430009,40.077438,-75.18753,E,Monday,13,24,1.846153846,6.846153846,947.8907692,12322.58,273.5976923,3556.77,273.0,0.288638418,23
Brian Deiling (0000142018),239773,DANVILLE AREA SCHOOL DIST,470636,DANVILLE AREA SCHOOL DIST,Danville,1021 Liberty St,PA,17821,"1021 Liberty St Danville, PA 17821",1430033,40.95642,-76.60345,P,Wednesday,16,20,1.25,2.5625,1220.510625,19528.17,328.373125,5253.97,650.0,0.269045691,12
Leianne Krotec (0000143021),325983,Frederick Living,470951,Frederick Living,Zieglerville,2849 Big Rd,PA,19492,"2849 Big Rd Zieglerville, PA 19492",1430016,40.30115,-75.52599,C,Wednesday,11,13,1.181818182,3.272727273,665.3245455,7318.57,157.5154545,1732.67,398.0,0.236749802,15
Pete Annick (0000142010),241140,MILLERSVILLE UNIVERSITY #,471007,MILLERSVILLE - WEST VILLAGE,Millersville,90 W Residence Hall Circle,PA,17551,"90 W Residence Hall Circle Millersville, PA 17551",1430025,39.99515,-76.35172,J,Tuesday/Friday,7,9,1.285714286,4.571428571,796.7757143,5577.43,270.5857143,1894.1,153.0,0.339600856,34
Brian Deiling (0000142018),330394,POTTSVILLE COMMONS LLC.,471038,FAIRLANE VILLAGE MALL,Pottsville,7211 Fairlane Village Mall,PA,17901,"7211 Fairlane Village Mall Pottsville, PA 17901",1430023,40.704056,-76.18961,J,Wednesday,7,11,1.571428571,4.857142857,529.1771429,3704.24,217.66,1523.62,126.0,0.411317841,8
Pete Annick (0000142010),241140,MILLERSVILLE UNIVERSITY #,471058,MILLERSVILLE - PALMER,Millersville,153 Creek Dr.,PA,17551,"153 Creek Dr. Millersville, PA 17551",1430025,39.99653,-76.34886,J,Tuesday/Friday,19,29,1.526315789,2.0,651.7794737,12383.81,117.2747368,2228.22,618.0,0.179930086,15
Robert Diller (0000142017),239985,ENVIRONMENTAL CLEANING SOLUTIO,471126,ENVIRONMENTAL - DG POTTSVILLE,Pottsville,1044 Keystone Blvd,PA,17901,"1044 Keystone Blvd Pottsville, PA 17901",1430023,40.721481,-76.318469,J,Wednesday,31,47,1.516129032,4.096774194,813.7825806,25227.26,201.5316129,6247.48,1334.0,0.247647981,6
Mike Schlitter (0000142011),330639,MANORVIEW LLC,471167,MANORVIEW LLC,Lancaster,832 Manor St,PA,17603,"832 Manor St Lancaster, PA 17603",1430025,40.031083,-76.320006,J,Tuesday/Friday,7,8,1.142857143,1.857142857,762.5228571,5337.66,233.8085714,1636.66,83.0,0.306625,34
Matthew Morris (0000142013),255194,GOVERNOR MIFFLIN SCHOOL,471296,GOVERNOR MIFFLIN PARK ELEMENTA,Shillington,598 Governor Dr,PA,19607,"598 Governor Dr Shillington, PA 19607",1430030,40.301031,-75.955255,K,Tuesday/Friday,7,11,1.571428571,4.857142857,1919.955714,13439.69,557.3857143,3901.7,262.0,0.290311756,17
Brian Deiling (0000142018),344229,LOYALSOCK TOWNSHIP SCHOOL-FOOD,471593,LOYALSOCK HIGH SCHOOL,Williamsport,1801 Loyalsock Dr,PA,17701,"1801 Loyalsock Dr Williamsport, PA 17701",1430033,41.260804,-76.968125,P,Wednesday,7,10,1.428571429,3.0,525.4271429,3677.99,176.8757143,1238.13,79.0,0.336632237,8
Brian Deiling (0000142018),263408,LOYALSOCK TOWNSHIP SCHOOL,471593,LOYALSOCK HIGH SCHOOL,Williamsport,1801 Loyalsock Dr,PA,17701,"1801 Loyalsock Dr Williamsport, PA 17701",1430033,41.260804,-76.968125,P,Wednesday,24,29,1.208333333,2.666666667,1454.519167,34908.46,551.11875,13226.85,376.0,0.378900988,3
Pete Annick (0000142010),241140,MILLERSVILLE UNIVERSITY #,471857,MILLERSVILLE - BARD HALL,Millersville,60 Brooks Drive,PA,17551,"60 Brooks Drive Millersville, PA 17551",1430025,39.99911,-76.35887,J,Tuesday/Friday,10,24,2.4,13.3,2131.891,21318.91,716.749,7167.49,856.0,0.336203399,11
Pete Annick (0000142010),241140,MILLERSVILLE UNIVERSITY #,471871,Millersville Breidenstine Hall,Millersville,46 W Frederick St,PA,17551,"46 W Frederick St Millersville, PA 17551",1430025,39.99706,-76.3566,J,Tuesday/Friday,6,10,1.666666667,6.166666667,634.585,3807.51,179.2883333,1075.73,79.0,0.282528477,15
Pete Annick (0000142010),241140,MILLERSVILLE UNIVERSITY #,471873,Millersville - Roddy / Caputo,Millersville,50 W Frederick St,PA,17551,"50 W Frederick St Millersville, PA 17551",1430025,39.99686,-76.35668,J,Tuesday/Friday,13,20,1.538461538,5.769230769,1096.185385,14250.41,322.8261538,4196.74,481.0,0.294499597,37
Pete Annick (0000142010),241140,MILLERSVILLE UNIVERSITY #,471877,Millersville -McNairy Library,Millersville,9 North George Street,PA,17551,"9 North George Street Millersville, PA 17551",1430025,39.99812,-76.35476,J,Tuesday/Friday,8,13,1.625,5.125,1053.76125,8430.09,294.93125,2359.45,170.0,0.279884319,37
Pete Annick (0000142010),241140,MILLERSVILLE UNIVERSITY #,471881,Millersville - McComsey Hall,Millersville,43 W Frederick St,PA,17551,"43 W Frederick St Millersville, PA 17551",1430025,39.997537,-76.356717,J,Tuesday/Friday,9,15,1.666666667,6.555555556,945.4344444,8508.91,279.4955556,2515.46,213.0,0.295626584,23
Pete Annick (0000142010),241140,MILLERSVILLE UNIVERSITY #,471882,Millersville Univ - Osburn Hal,Millersville,40 W Frederick St,PA,17551,"40 W Frederick St Millersville, PA 17551",1430025,39.997102,-76.356332,J,Tuesday/Friday,7,8,1.142857143,3.142857143,525.9542857,3681.68,136.3885714,954.72,70.0,0.259316399,8
Pete Annick (0000142010),241140,MILLERSVILLE UNIVERSITY #,471883,Millserville - Stayer Hall,Millersville,51 Lyte Rd,PA,17551,"51 Lyte Rd Millersville, PA 17551",1430025,40.00084,-76.35796,J,Tuesday/Friday,6,8,1.333333333,6.0,905.8933333,5435.36,265.005,1590.03,122.0,0.292534441,6
Nick Misciagno (0000143017),251881,BMW of the Main Line,471995,BMW of the Main Line,Bala Cynwyd,225 Bala Ave,PA,19004,"225 Bala Ave Bala Cynwyd, PA 19004",1430002,40.005722,-75.231791,C,Friday,42,58,1.380952381,4.357142857,690.837381,29015.17,246.6219048,10358.12,542.0,0.356989809,15
Bob Carberry (0000143011),332281,Ewing Township BOE,472262,Ewing Building & Grounds Dept,Trenton,220 Ewingville Rd,NJ,8638,"220 Ewingville Rd Trenton, NJ 08638",1430005,40.26592,-74.759276,A,Wednesday,25,33,1.32,2.04,3556.944,88923.6,744.2428,18606.07,2268.0,0.209236581,13
Matthew Morris (0000142013),240128,FRED BEANS FORD OF BOYERTOWN,472455,FRED BEANS FORD OF BOYERTOWN,Bechtelsville,525 N Route 100,PA,19505,"525 N Route 100 Bechtelsville, PA 19505",1430026,40.350605,-75.628137,K,Monday,10,11,1.1,1.2,696.562,6965.62,248.388,2483.88,19.0,0.356591373,15
Pete Annick (0000142010),238980,LANC GENERAL HOSPITAL HEALTH C,472475,LANC GENERAL HOSPITAL HEALTH C,Lancaster,2100 Harrisburg Pike,PA,17601,"2100 Harrisburg Pike Lancaster, PA 17601",1430025,40.064528,-76.355033,J,Tuesday/Friday,36,66,1.833333333,1.888888889,572.7463889,20618.87,164.2591667,5913.33,1446.0,0.286792147,8
Matthew Morris (0000142013),330637,ALBRIGHT COLLEGE,472591,ALBRIGHT COLLEGE,Reading,1801 N 12TH ST,PA,19604,"1801 N 12TH ST Reading, PA 19604",1430029,40.362859,-75.912954,K,Monday/Thursday,24,31,1.291666667,2.166666667,1044.887083,25077.29,359.8108333,8635.46,941.0,0.344353796,37
Leianne Krotec (0000143021),330700,Peachtree Health Group LLC,472748,Peachtree Health Group LLC,Harbeson,26900 Lewes Georgetown Hwy,DE,19951,"26900 Lewes Georgetown Hwy Harbeson, DE 19951",1430008,38.726697,-75.269325,D,Wednesday,36,50,1.388888889,10.52777778,1392.049722,50113.79,486.9388889,17529.8,1253.0,0.349799925,33
Brian Deiling (0000142018),241797,SHIKELLAMY SCHOOL DISTRICT#,472845,SHIKELLAMY HIGH SCHOOL,Sunbury,600 Walnut St,PA,17801,"600 Walnut St Sunbury, PA 17801",1430033,40.856399,-76.789415,P,Wednesday,8,8,1.0,3.0,4351.63875,34813.11,1394.895,11159.16,261.0,0.32054476,32
Matthew Morris (0000142013),325410,TOM MASANO AUTO GROUP#,473955,TOM MASANO AUTO GROUP,Reading,46 Grace St,PA,19611,"46 Grace St Reading, PA 19611",1430030,40.319811,-75.937168,K,Tuesday/Friday,8,14,1.75,11.25,5032.06,40256.48,1695.83125,13566.65,739.0,0.337005372,30
Pete Annick (0000142010),331314,SUSQUEHANNA PRINTING COMPANY,473996,Susquehanna Printing Company,Lancaster,1704 Hempstead Rd,PA,17601,"1704 Hempstead Rd Lancaster, PA 17601",1430024,40.05197,-76.25588,J,Monday/Thursday,10,13,1.3,2.2,297.229,2972.29,78.239,782.39,103.0,0.263228016,36
Brian Deiling (0000142018),336019,BLUE MOUNTAIN SCHOOL - FOOD SE,474411,BLUE MOUNTAIN MIDDLE SCHOOL,Orwigsburg,685 Red Dale Rd,PA,17961,"685 Red Dale Rd Orwigsburg, PA 17961",1430023,40.656301,-76.086257,J,Wednesday,6,7,1.166666667,2.333333333,564.9016667,3389.41,186.9433333,1121.66,21.0,0.330930752,8
Pete Annick (0000142010),281240,FRANKLIN & MARSHALL COLLEGE,474973,Facilities & Operations LSP DD,Lancaster,760 Williamson Way Bldg 20,PA,17603,"760 Williamson Way Bldg 20 Lancaster, PA 17603",1430025,40.04941,-76.32023,J,Tuesday/Friday,7,8,1.142857143,1.428571429,70.22,491.54,46.79,327.53,24.0,0.666334378,28
Tom McKevitt (0000143010),308404,Janitorial Management Inc,474992,Ciocca Audi Allentown,Allentown,4725 Hamilton Blvd,PA,18103,"4725 Hamilton Blvd Allentown, PA 18103",1430015,40.568904,-75.5512,E,Tuesday/Friday,9,13,1.444444444,3.444444444,497.0,4473.0,196.9911111,1772.92,157.0,0.396360385,8
Pete Annick (0000142010),242348,WELLSPAN HEALTH*,475017,CHAMBERSBURG HOSPITAL,Chambersburg,112 N 7th ST - DOCK 2,PA,17201,"112 N 7th ST - DOCK 2 Chambersburg, PA 17201",1430036,39.93403,-77.646446,L,Monday,7,7,1.0,1.285714286,1002.56,7017.92,268.7542857,1881.28,34.0,0.268068032,23
Martin Carberry (0000142016),240202,GETTYSBURG COLLEGE,479015,Facilities Garage,Gettysburg,260 Constitution Ave,PA,17325,"260 Constitution Ave Gettysburg, PA 17325",1430039,39.833674,-77.23711,L,Thursday,7,8,1.142857143,2.428571429,1459.657143,10217.6,682.6071429,4778.25,64.0,0.467648959,3
David Smith (0000143023),296933,Delaware County Intermediate U,479144,Aston,Aston,100 Crozerville Rd,PA,19014,"100 Crozerville Rd Aston, PA 19014",1430001,39.882227,-75.453925,D,Monday,12,14,1.166666667,3.583333333,3307.9425,39695.31,1164.233333,13970.8,145.0,0.351950898,38
David Smith (0000143023),296933,Delaware County Intermediate U,479155,Marple,Broomall,85 N Malin Rd,PA,19008,"85 N Malin Rd Broomall, PA 19008",1430002,39.988564,-75.367116,C,Friday,9,11,1.222222222,3.222222222,3473.474444,31261.27,1192.342222,10731.08,268.0,0.343270763,13
David Smith (0000143023),296933,Delaware County Intermediate U,479156,Folcroft,Folcroft,701 Henderson Blvd N,PA,19032,"701 Henderson Blvd N Folcroft, PA 19032",1430001,39.892328,-75.279821,D,Monday,7,9,1.285714286,3.428571429,3176.892857,22238.25,934.3057143,6540.14,106.0,0.294094185,20
Pete Annick (0000142010),241015,MANHEIM TWP SCHOOL SP#,479426,MANHEIM TWP SCHOOL MAINTENANCE,Lancaster,75 Valley Rd,PA,17601,"75 Valley Rd Lancaster, PA 17601",1430024,40.09992,-76.30224,J,Monday/Thursday,7,8,1.142857143,1.571428571,295.7885714,2070.52,128.6857143,900.8,35.0,0.435059792,36
Martin Carberry (0000142016),242373,WEST SHORE SCHOOL DISTRICT,479887,Rossmoyne Elementary,Mechanicsburg,1225 Rossmoyne Rd,PA,17055,"1225 Rossmoyne Rd Mechanicsburg, PA 17055",1430034,40.20256,-76.952377,P,Monday/Thursday,6,6,1.0,1.5,1105.856667,6635.14,208.66,1251.96,129.0,0.188686298,37
Chris Gifuni (0000143020),242933,Audubon Board of Education,479890,AUDUBON JR-SR HIGH SCHOOL,Audubon,350 Edgewood Ave,NJ,8106,"350 Edgewood Ave Audubon, NJ 08106",1430011,39.884742,-75.076086,A,Thursday,25,40,1.6,5.76,2069.6196,51740.49,729.1152,18227.88,2929.0,0.352294306,26
Pete Annick (0000142010),241140,MILLERSVILLE UNIVERSITY #,479939,MILLERSVILLE-VPAC Winter Visua,Millersville,60 W Cottage Ave,PA,17551,"60 W Cottage Ave Millersville, PA 17551",1430025,40.000396,-76.358414,J,Tuesday/Friday,8,11,1.375,4.375,672.21375,5377.71,211.385,1691.08,98.0,0.314460988,15
Mike Schlitter (0000142011),298530,ATOMIC DESIGN INC#,480178,ATOMIC DESIGN INC#,Lititz,201 Rock Lititz Blvd,PA,17543,"201 Rock Lititz Blvd Lititz, PA 17543",1430024,40.17538,-76.31323,J,Monday/Thursday,10,14,1.4,3.5,468.938,4689.38,165.911,1659.11,80.0,0.353801569,8
Tom McKevitt (0000143010),341649,BIODEVELOPMENT INC,480252,BioSpectra,Bangor,100 Majestic Way,PA,18013,"100 Majestic Way Bangor, PA 18013",1430015,40.855868,-75.20077,E,Tuesday/Friday,8,8,1.0,2.625,671.53625,5372.29,244.54375,1956.35,59.0,0.364155695,15
Mike Schlitter (0000142011),240723,LANC COUNTY BIBLE CHURCH#,480258,LANC COUNTY BIBLE CLARKS SUMMI,Clarks Summit,607 N Abington Rd,PA,18411,"607 N Abington Rd Clarks Summit, PA 18411",1430028,41.50974,-75.699714,K,Wednesday,6,8,1.333333333,3.833333333,604.3116667,3625.87,229.51,1377.06,42.0,0.379787472,15
Robert Diller (0000142017),242579,OREGON PIKE GROUP,480312,BCF Group Inc,Lancaster,2101 Oregon Pike Ste 300,PA,17601,"2101 Oregon Pike Ste 300 Lancaster, PA 17601",1430025,40.081429,-76.292537,J,Tuesday/Friday,8,8,1.0,3.625,333.815,2670.52,122.22375,977.79,44.0,0.366142175,36
John Carberry (0000143015),244487,Caesars Entertainment Corporat,480380,Caesars Atlantic City,Atlantic City,2100 Pacific Ave,NJ,8401,"2100 Pacific Ave Atlantic City, NJ 08401",1430012,39.356286,-74.435967,E,Wednesday,9,13,1.444444444,4.111111111,29764.98111,267884.83,6714.952222,60434.57,103.0,0.225599076,2
Nick Misciagno (0000143017),341917,MASONIC VILLAGES OF THE GRAND,480500,MASONIC VILLAGE LAFAYETTE VILL,Lafayette Hill,801 Ridge Pike,PA,19444,"801 Ridge Pike Lafayette Hill, PA 19444",1430013,40.078482,-75.248406,C,Monday/Thursday,24,27,1.125,2.708333333,674.3520833,16184.45,181.8825,4365.18,132.0,0.269714448,15
